,deputy_name,deputy_state,political_party,refund_description,company_name,company_id,refund_date,refund_value,party_pg,party_en,party_tse,party_regdate,party_nmembers,party_ideology1,party_ideology2,party_ideology3,party_ideology4,party_position
26057,FLAVIO NOGUEIRA,PI,PDT,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-01-27T00:00:00,431.63,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
216168,EDUARDO CURY,SP,PSDB,MEAL COSTS,BG-LESTE PETROLEO LTDA.,4881800000110.0,2016-06-16T00:00:00,23.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
114566,RENATO MOLLING,RS,PP,MEAL COSTS,PITANGA CASA DE SABORES,9231527000100.0,2016-04-16T00:00:00,35.2,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
219043,CARLOS SAMPAIO,SP,PSDB,FLIGHT TICKET,Cia Aérea - AZUL,9296295000160.0,2016-04-19T00:00:00,1530.54,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
87897,HILDO ROCHA,MA,PMDB,MAIL COSTS,CORREIOS - ENCOMENDA PAC,,2016-06-17T12:28:10.357,48.68,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
73039,JOÃO ARRUDA,PR,PMDB,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-01-04T00:00:00,380.83,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
62172,BALEIA ROSSI,SP,PMDB,FLIGHT TICKET,Cia Aérea - PASSAREDO,512777000135.0,2016-03-15T00:00:00,258.73,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
119632,FRANKLIN LIMA,MG,PP,MEAL COSTS,CASA DO PAO DE QUEIJO,12983423000200.0,2016-09-26T00:00:00,30.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
113802,JERÔNIMO GOERGEN,RS,PP,"TAXI, PARKING AND TOLL COSTS",EGR EMPRESA GAUCHA DE RODOVIAS S/A,16987837000100.0,2016-08-11T00:00:00,5.9,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
330334,WLADIMIR COSTA,PA,SD,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-02-25T00:00:00,1025.73,Solidariedade,Solidarity ,77.0,24-09-13,161914.0,Labour movement,Humanist Movement,,,Centre
24000,LUCIANA SANTOS,PE,PCdoB,FUEL COSTS,CEMOPEL,69943686000300.0,2016-02-05T00:00:00,100.0,Partido Comunista do Brasil,Communist Party of Brazil,65.0,23-06-68,389407.0,Communism,Marxism,Leninism,,Farleft
85276,MOSES RODRIGUES,CE,PMDB,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-02-14T00:00:00,-275.06,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
196767,DANRLEI DE DEUS HINTERHOLZ,RS,PSD,PHONE COSTS,CELULAR FUNCIONAL,,2016-08-11T00:00:00,31.15,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
80275,MARCOS ROTTA,AM,PMDB,PHONE COSTS,CELULAR FUNCIONAL,,2016-12-14T00:00:00,117.36,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
204117,FÁBIO MITIDIERI,SE,PSD,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-04-01T00:00:00,335.83,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
109058,JULIO LOPES,RJ,PP,OFFICE MAINTENANCE,CLAUDIA SUSSEKIND GUARANYS,3575279764.0,2016-02-29T00:00:00,761.59,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
33084,HISSA ABRAHÃO,AM,PDT,FUEL COSTS,SÃO JOÃO POSTOS DE ABASTECIMENTOS E SERVIÇOS,37130481000200.0,2016-08-16T00:00:00,80.0,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
312025,ADEMIR CAMILO,MG,PTN,MEAL COSTS,SENAC,33469172000700.0,2016-10-26T00:00:00,10.4,Partido Trabalhista Nacional,National Labour Party ,19.0,02-10-97,158777.0,Labour movement,Populism,,,Centre
89759,SIMÃO SESSIM,RJ,PP,OFFICE MAINTENANCE,KALUNGA COM. E IND. GRAFICA LTDA,43283811007600.0,2016-12-07T00:00:00,142.6,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
94913,ROBERTO BALESTRA,GO,PP,GROUND VEHICLE RENT,Premier Veiculos Ltda,6922950000150.0,2016-03-01T00:00:00,6660.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
183731,CÉSAR MESSIAS,AC,PSB,GROUND VEHICLE RENT,VERDE SERVICE LTDA - LOCALIZA,14344311000200.0,2016-05-11T00:00:00,2573.34,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
249767,ALFREDO KAEFER,PR,PSL,FUEL COSTS,FRANZONI COM. DE COMBUST. LTDA.,2567145000100.0,2016-08-01T00:00:00,100.03,Partido Social Liberal,Social Liberal Party ,17.0,02-06-98,224040.0,Social liberalism,Libertarianism,,,Centreright
139997,CAPITÃO AUGUSTO,SP,PR,PHONE COSTS,RAMAL,,,68.42,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
128952,BILAC PINTO,MG,PR,MEAL COSTS,MARI & ANA RESTAURANTE LTDA,7839480000130.0,2016-02-16T00:00:00,108.17,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
12672,MISSIONÁRIO JOSÉ OLIMPIO,SP,DEM,FUEL COSTS,AUTO POSTO SANTOS DUMONT,57920977000100.0,2016-03-07T00:00:00,70.0,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
119751,FRANKLIN LIMA,MG,PP,MAIL COSTS,CORREIOS - CARTA COMERCIAL,,2016-05-20T12:12:08.880,3.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
310450,ARNON BEZERRA,CE,PTB,MAIL COSTS,CORREIOS - TELEGRAMA,,2016-06-27T17:11:48.027,74.1,Partido Trabalhista Brasileiro,Brazilian Labour Party ,14.0,03-11-81,1191746.0,Centrism,Populism,Federalism,Nationalism,Centre
102206,MÁRIO NEGROMONTE JR.,BA,PP,FUEL COSTS,POSTOS MATARIPE ABASTECIMENTOS E SERVIÇOS LTDA,13578265000100.0,2016-06-29T00:00:00,100.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
37902,POMPEO DE MATTOS,RS,PDT,MEAL COSTS,Restaurante San Remo,4061854000140.0,2016-11-03T00:00:00,22.5,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
281235,CHICO D'ANGELO,RJ,PT,PHONE COSTS,CELULAR FUNCIONAL,,2016-11-17T00:00:00,352.49,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
90023,MACEDO,CE,PP,FUEL COSTS,POSTO 105,2760928000110.0,2016-11-04T00:00:00,138.49,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
290235,MARCON,RS,PT,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-07-06T00:00:00,411.66,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
5144,MARCOS SOARES,RJ,DEM,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-03-08T00:00:00,943.73,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
217580,SILVIO TORRES,SP,PSDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-07-12T00:00:00,395.68,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
140010,JOÃO CARLOS BACELAR,BA,PR,HOTEL COSTS,FIESTA BAHIANA CLUBE HOTEL,9345172000250.0,2016-04-05T00:00:00,513.0,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
254196,EDMILSON RODRIGUES,PA,PSOL,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-08-24T00:00:00,130.0,Partido Socialismo e Liberdade,Socialism and Liberty Party,50.0,15-09-05,120979.0,Democratic socialism, Anticapitalism,,,Leftwing
91132,DILCEU SPERAFICO,PR,PP,PHONE COSTS,GVT GLOBAL VILLAGE TELECOM S.A.,3420926000120.0,2016-03-15T00:00:00,727.69,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
294819,DÉCIO LIMA,SC,PT,"TAXI, PARKING AND TOLL COSTS",ALLPARK EMPREENDIMENTOS PARTICIPAÇÕES E SERVIÇOS S.A.,60537263090000.0,2016-07-14T00:00:00,13.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
186124,BEBETO,BA,PSB,OFFICE MAINTENANCE,Ruy Manoel de Santana Filho,13631462549.0,2016-03-30T00:00:00,4196.47,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
81644,FÁBIO RAMALHO,MG,PMDB,FUEL COSTS,ORGANIZAÇÃO URSINE LTDA,21492293000300.0,2016-09-18T00:00:00,232.02,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
337100,CARLOS MANATO,ES,SD,PHONE COSTS,CELULAR FUNCIONAL,,2016-08-11T00:00:00,62.3,Solidariedade,Solidarity ,77.0,24-09-13,161914.0,Labour movement,Humanist Movement,,,Centre
38956,ERIVELTON SANTANA,BA,PEN,OFFICE MAINTENANCE,Emysouto Papelaria e Informática,13345728000100.0,2016-11-23T00:00:00,1433.0,Partido Ecológico Nacional,National Ecologic Party,51.0,19-06-12,68687.0,Green conservatism, Humanism,,,Centreright
41138,DR. JORGE SILVA,ES,PHS,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-04-28T00:00:00,555.83,Partido Humanista da Soliedariedade,Humanist Party of Solidarity ,31.0,20-03-97,201673.0,Distributism,Humanism,Christian democracy,,Centre
35523,WEVERTON ROCHA,MA,PDT,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-10-04T00:00:00,908.69,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
185285,DANILO CABRAL,PE,PSB,FUEL COSTS,POSTO MODELO II,7586717000110.0,2016-08-06T00:00:00,160.01,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
107051,PAULO MALUF,SP,PP,FUEL COSTS,Auto Posto Jardim America Ltda.,60394343000100.0,2016-05-30T00:00:00,100.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
38805,ERIVELTON SANTANA,BA,PEN,GROUND VEHICLE RENT,MOVIDA LOCAÇÃO DE VEICULOS LTDA,7976147002300.0,2016-11-24T00:00:00,1593.5,Partido Ecológico Nacional,National Ecologic Party,51.0,19-06-12,68687.0,Green conservatism, Humanism,,,Centreright
336614,AUGUSTO COUTINHO ,PE,SD,MAIL COSTS,CORREIOS - ENCOMENDA PAC,,2016-03-29T16:15:14.207,114.33,Solidariedade,Solidarity ,77.0,24-09-13,161914.0,Labour movement,Humanist Movement,,,Centre
248515,MIGUEL HADDAD,SP,PSDB,OFFICE MAINTENANCE,DAESA,3582243000170.0,2016-11-10T00:00:00,125.89,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
201058,PAULO MAGALHÃES,BA,PSD,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-07-11T00:00:00,76.0,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
110099,ROBERTO BRITTO,BA,PP,MEAL COSTS,CHURRASCARIA FOGO DE CHÃO LTDA,8698859000130.0,2016-07-13T00:00:00,142.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
106872,PAULO MALUF,SP,PP,PHONE COSTS,CELULAR FUNCIONAL,,2016-09-13T00:00:00,729.01,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
39118,ERIVELTON SANTANA,BA,PEN,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-05-31T00:00:00,415.63,Partido Ecológico Nacional,National Ecologic Party,51.0,19-06-12,68687.0,Green conservatism, Humanism,,,Centreright
31013,RONALDO LESSA,AL,PDT,MEAL COSTS,RESTAURANTE PICANHAS DO SUL LTDA,38020285000100.0,2016-02-16T00:00:00,72.7,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
275007,HENRIQUE FONTANA,RS,PT,"TAXI, PARKING AND TOLL COSTS",GARAGEM STOP CAR,87153789000100.0,2016-08-01T00:00:00,45.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
86794,ALBERTO FILHO,MA,PMDB,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-03-02T00:00:00,496.58,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
80304,DANIEL VILELA,GO,PMDB,PHONE COSTS,GVT,3420926000560.0,2016-03-09T00:00:00,1257.7,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
177791,HERÁCLITO FORTES,PI,PSB,MAIL COSTS,CORREIOS - TELEGRAMA,,2016-09-14T17:18:52.887,13.65,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
335139,AUGUSTO COUTINHO ,PE,SD,OFFICE MAINTENANCE,E.J.W DOS PRAZERES - PAPELARIA MARCO ZERO,7589061000180.0,2016-11-07T00:00:00,427.75,Solidariedade,Solidarity ,77.0,24-09-13,161914.0,Labour movement,Humanist Movement,,,Centre
235358,ROGÉRIO MARINHO,RN,PSDB,FUEL COSTS,POSTO DA TORRE EIRELI EPP,4473193000160.0,2016-03-23T00:00:00,50.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
207793,JEFFERSON CAMPOS,SP,PSD,OFFICE MAINTENANCE,SAAE Serviço Autônomo de Água e Esgoto,71480560000100.0,2016-05-19T00:00:00,26.34,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
161482,VINICIUS CARVALHO,SP,PRB,"TAXI, PARKING AND TOLL COSTS",CONCESSIONARIA AUTO RAPOSO TAVARES,10531501000900.0,2016-02-11T00:00:00,5.7,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
172757,TENENTE LÚCIO,MG,PSB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-03-01T00:00:00,545.35,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
290572,MARCON,RS,PT,MEAL COSTS,Pura Gula,17056719000100.0,2016-09-10T00:00:00,50.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
197238,JOÃO RODRIGUES,SC,PSD,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-06-06T00:00:00,1187.16,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
242944,VITOR LIPPI,SP,PSDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-08-08T00:00:00,1556.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
199250,JOSÉ NUNES,BA,PSD,FLIGHT TICKET,Ocean Air Linhas Aéreas S.A. - Avianca Brasil,2575829000150.0,2016-07-01T00:00:00,751.49,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
188532,SEVERINO NINHO,PE,PSB,MEAL COSTS,TAIOBA SELF-SERVICE LTDA-EPP,3346671000950.0,2016-11-23T00:00:00,22.0,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
287203,VANDER LOUBET,MS,PT,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-11-04T10:51:45.717,49.05,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
137503,CABO SABINO,CE,PR,FUEL COSTS,CAUIPE REVENDEDORA DE PETROLEO,35075597000400.0,2016-07-07T00:00:00,50.0,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
165126,FELIPE BORNIER,RJ,PROS,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-01-29T00:00:00,1.19,Partido Republicano da Ordem Social,Republican Party of the Social Order,90.0,24-09-13,85599.0,Economic liberalism, Social conservatism, Republicanism,,Centreright
143755,PAULO FREIRE,SP,PR,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-05-27T14:48:03.287,45.48,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
111676,JERÔNIMO GOERGEN,RS,PP,OFFICE MAINTENANCE,KALUNGA COM. E IND. GRÁFICA LTDA,43283811006000.0,2016-04-29T00:00:00,22.7,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
223739,FÁBIO SOUSA,GO,PSDB,FUEL COSTS,AUTO POSTO T-13 LTDA,5577906000200.0,2016-03-23T00:00:00,120.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
284094,MARGARIDA SALOMÃO,MG,PT,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-11-09T00:00:00,487.69,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
153807,RONALDO MARTINS,CE,PRB,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-12-05T15:45:09.003,43.41,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
2837,JUSCELINO FILHO,MA,DEM,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-11-18T00:00:00,908.58,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
125662,BILAC PINTO,MG,PR,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-10-05T00:00:00,671.69,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
149990,AELTON FREITAS,MG,PR,FUEL COSTS,MACEDO E SOUZA LTDA,19046218001800.0,2016-05-16T00:00:00,212.93,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
239433,CAIO NARCIO,MG,PSDB,FUEL COSTS,AUTO POSTO IPIRANGA LTDA,18581728000100.0,2016-01-16T00:00:00,142.01,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
156389,SÉRGIO REIS,SP,PRB,OFFICE MAINTENANCE,CLARO S/A,40432544000100.0,2016-06-17T00:00:00,209.7,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
84472,FÁBIO RAMALHO,MG,PMDB,HOTEL COSTS,ALEXANDRE MATTAR INDUSTRIA HOTELEIRA LTDA,19178961000200.0,2016-09-09T00:00:00,270.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
28860,DAMIÃO FELICIANO,PB,PDT,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-05-17T00:00:00,578.76,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
166230,ODORICO MONTEIRO,CE,PROS,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-04-22T00:00:00,906.68,Partido Republicano da Ordem Social,Republican Party of the Social Order,90.0,24-09-13,85599.0,Economic liberalism, Social conservatism, Republicanism,,Centreright
129562,CHRISTIANE DE SOUZA YARED,PR,PR,MEAL COSTS,DRAGON KING ALIMENTOS LTDA,1614770000200.0,2016-02-17T00:00:00,9.48,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
140326,EDIO LOPES,RR,PR,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-02-04T00:00:00,609.63,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
234049,PAULO ABI-ACKEL,MG,PSDB,FUEL COSTS,ELO COMÉRCIO E SERVIÇOS LTDA,1875781000120.0,2016-03-02T00:00:00,100.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
328571,ALESSANDRO MOLON,RJ,REDE,"TAXI, PARKING AND TOLL COSTS",SINPETAXI DF,31708000100.0,2016-02-02T00:00:00,25.0,Rede Sustentabilidade,Sustainability Network,18.0,23-09-15,15606.0,Green politics ,Social democracy ,Third Way,,Centre to centreleft
314107,JOZI ARAÚJO,AP,PTN,MAIL COSTS,CORREIOS - ENCOMENDA PAC,,2016-08-19T16:11:03.273,185.13,Partido Trabalhista Nacional,National Labour Party ,19.0,02-10-97,158777.0,Labour movement,Populism,,,Centre
61577,DARCÍSIO PERONDI,RS,PMDB,"CONSULTING, RESEARCH AND TECHNICAL WORK COSTS",ETNA MARKETING POLÍTICO,9176597000100.0,2016-08-02T00:00:00,5000.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
317309,DR. SINVAL MALHEIROS,SP,PTN,"TAXI, PARKING AND TOLL COSTS",SINPETAXI,31708000100.0,2016-09-19T00:00:00,32.0,Partido Trabalhista Nacional,National Labour Party ,19.0,02-10-97,158777.0,Labour movement,Populism,,,Centre
62196,BALEIA ROSSI,SP,PMDB,FLIGHT TICKET,Cia Aérea - PASSAREDO,512777000135.0,2016-02-04T00:00:00,1014.73,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
277603,ZECA DIRCEU,PR,PT,"TAXI, PARKING AND TOLL COSTS",Unitaxi DF,12623662000100.0,2016-04-14T00:00:00,30.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
280373,JOSÉ GUIMARÃES,CE,PT,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-08-10T11:48:48.883,61.75,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
118546,TONINHO PINHEIRO,MG,PP,GROUND VEHICLE RENT,LOCAR NEW VEÍCULOS E MÁQUINAS LTDA,8659172000180.0,2016-08-30T00:00:00,3500.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
103308,AFONSO HAMM,RS,PP,OFFICE MAINTENANCE,PIRAGIBE E TEIXEIRA LTDA,89117485000100.0,2016-10-29T00:00:00,741.55,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
177130,JOSE STÉDILE,RS,PSB,SECURITY SERVICE,VOLPAMANN SEGURANÇA ELETRONICA LTDA,3438029000150.0,2016-04-18T00:00:00,235.84,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
234720,LOBBE NETO,SP,PSDB,PHONE COSTS,TELEFÔNICA BRASIL S.A.,2558157000160.0,2016-02-09T00:00:00,258.73,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
222762,GERALDO RESENDE,MS,PSDB,PHONE COSTS,OI S/A -,5423963000380.0,2016-02-15T00:00:00,451.54,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
264310,VALMIR PRASCIDELLI,SP,PT,MEAL COSTS,FFV RESTAURANTE E SERVIÇOS DE BUFFET LTDA,15575591000100.0,2016-04-27T00:00:00,130.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
220270,EDUARDO BARBOSA,MG,PSDB,"TAXI, PARKING AND TOLL COSTS",VIA 40 CONCESSIONARIA BR040 S/A,19726048000100.0,2016-01-14T00:00:00,4.6,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
